Title,Ingredients
情人节熔岩巧克力蛋糕,"['#主料#', '45克黑巧克力', '40克玉米油', '30克低筋面粉', '#辅料#', '15克白砂糖', '1个鸡蛋', '1个蛋黄']"
普通陈皮与新会陈皮的区别,['1片陈皮']
张小花秘制羊蝎子,"['六块羊蝎子', '勺料酒1', '片姜4', '少许冰糖', '少许老抽', '少许盐', '少许生抽', '半根葱', '少许茴香', '片香叶2', '个八角1', '粒花椒10', '块桂皮半', '少许耗油']"
海带豆腐脊骨汤,"['350克猪脊骨', '200克海带结', '一块嫩豆腐', '适量姜', '适量葱']"
茄汁炒饭,"['1碗米饭', '1个西红柿', '1个鸡蛋', '1只双汇火腿肠']"
中西合璧 海鲜小浓汤,"['170g三文鱼', '170g鳕鱼', '180g各种小海鲜', '各种绿叶蔬菜', '迷迭香', '40g黄油', '适量辣椒', '连个番茄', '一包番茄汤料', '蒜']"
香葱虾皮萝卜丝,"['半根白长萝卜', '2汤勺虾皮', '10一15根小香葱', '适量盐', '适量白糖', '适量植物油', '数滴香油（可不放）']"
奥尔良鸡腿堡,['鸡腿，cook100奥尔良烤肉料']
披萨,"['#吐司面团', '1000g日清山茶花', '60g糖', '30g脱脂奶粉', '25g新鲜酵母', '30g优酪乳', '690g水', '60g无盐酸奶油', '#备注', '低速4min，快速6min搅拌', '70min，温度32，湿度85发酵时间', '#辅料', '80g意大利面酱', '40g剥皮辣椒', '160g德国香肠', '120g乳酪丝', '30g沙拉酱']"
快手蒜汁红油凉面,"['20ML熟油', '一把面条', '一盆凉开水', '1根黄瓜', '半个西红柿', '6瓣大蒜', '35ML醋', '15ML酱油', '10ML芝麻酱', '15ML油泼辣子', '5ML盐']"
皮蛋瘦肉冬瓜汤,"['冬瓜', '皮蛋', '瘦肉', '葱', '姜']"
曲奇饼干裱花视频,"['克低筋面粉', '克黄油', '克细砂糖', '克牛奶', '淀粉', '10齿或者8齿（我喜欢用6齿）裱花嘴']"
香菜拌茶干,"['一袋茶干', '一把香菜', '适量生抽', '适量糖', '适量麻油', '适量醋', '一点点盐']"
微波炉羊肉串,"['随意羊肉', '随意孜然粉', '1勺生抽', '些许盐']"
电饼铛版番薯饼,"['地瓜', '普通面粉', '蜂蜜', '水']"
生姜红糖吐司,"['158克牛奶', '3克盐', '10克玉米胚芽油', '40克红糖', '8克生姜泥茸', '250克高筋面粉', '3克酵母', '适量桂圆肉']"
红烧鳊鱼,"['1条鳊鱼', '1听啤酒', '2-3片姜片', '2个蒜头', '30ml（2汤匙）生抽', '10ml（2/3汤匙）老抽', '5g（1茶匙）盐', '1根干辣椒', '10ml（2/3汤匙）米醋', '5g（1茶匙）赤砂糖']"
烩麻食,"['克面粉', '寿司卷帘', '水']"
超级马里菇与插翅难飞,"['1把超级马里菇', '1斤鸡翅', '适量盐', '适量生抽', '适量料酒', '适量鸡粉', '适量韩式烤肉酱']"
滋阴养胃安神粥,"['50克小米', '8克枸杞', '2粒干龙眼', '20克淮山']"
陇派干炸带鱼,"['4条带鱼', '8片姜', '4勺料酒', '10-15克盐', '若干葱', '若干玉米淀粉', '1勺生抽或者酱油（腌制用）']"
哈利波特便当,"['130克米饭', '适量番茄酱', '适量寿司海苔', '一个（只用蛋黄）鸡蛋', '适量蟹肉棒', '一根墨鱼意面']"
法式焦糖杏仁塔,"['-----------------------------塔皮材料分割线', '65克黄油', '35克糖粉', '1个蛋黄', '125克低筋面粉', '--------------------------焦糖杏仁材料分割线', '50克鲜奶油', '20克麦芽糖（水麦芽）', '25克蜂蜜', '60克（可自行减少量）白糖', '50克黄油', '75克杏仁片']"
海带炖黄豆,"['适量海带', '适量黄豆', '2大匙生抽', '1大勺老抽', '一小勺盐', '适量洋葱，姜，八角，桂皮，香叶，花椒，辣椒，高汤，水', '1/2大勺白糖']"
大肉白菜饺子馅,"['1斤8两猪肉', '1根200多克左右大葱', '一块26克姜', '230克白菜', '一个鲜山楂', '1.5克十三香', '1克花椒面', '1克胡椒面', '3克糖', '20克料酒', '40克米酒', '8克蚝油', '20克食用油', '少许芝麻油', '3克鸡精', '10克酱油', '少许可不放香菜', '9克盐', '以上调味料都按自己喜欢的口味调']"
雪菜肉末盖浇面,"['雪菜', '肉末']"
让你的图片动起来！GIF、微动摄影和live图片的拍摄和制作,"['相机', '手机', '电脑']"
我想煮一锅红豆汤，看着它发呆,"['120克红豆', '适量水', '适量糖']"
虾米芝麻粉,"['克无盐虾米', '芝麻']"
凉拌西红柿🍅,"['三个西红柿🍅', '适量白砂糖']"
芥末白菜,"['白菜', '醋', '芥末', '花椒面或五香面', '大蒜，姜', '芝麻', '辣椒面', '盐']"
0卡路里无糖茶沙冰,"['无糖茶', '刨冰机', '可不加蜂蜜']"
【北鼎烤箱食谱】超朴素快手的全麦笋丝鸡丁蘑菇包（一次发酵）,"['250G全麦面包粉', '30G砂糖', '2G盐', '25G橄榄油', '4G干酵母', '25G鸡蛋液', '140G牛奶', '笋丝鸡丁馅', '80G（一袋）袋装梅菜笋丝', '80G鸡脯肉', '适量黑胡椒']"
台湾面包四大天王～台式甜面包面团,"['中种', '100克高筋面粉（鸟越纯心）', '40克高筋面粉（鸟越红蝶）', '10克糖', '2克酵母', '66克水', '14克蛋黄', '本种', '60克高筋面粉（鸟越纯心）', '40克糖', '2克盐', '4克奶粉', '44克水', '4克无盐黄油']"
蓝色海洋慕斯蛋糕,"['150克饼干碎', '50克黄油', '300克淡奶油', '200克浓稠酸奶', '50克牛奶', '60克白糖', '适量朗姆酒', '20克白凉粉', '500克水', '适量蝶豆花', '10克椰蓉', '20克饼干碎', '100克白巧克力']"
粉蒸肉,"['1000克前腿肉', '200克蒸肉米粉', '5勺料酒', '10克盐', '少许老抽', '5勺生抽', '1个大的土豆']"
番茄牛腩 Magimix.玛捷斯,"['500克牛腩', '半个洋葱', '15克食用油', '3片生姜', '3瓣大蒜', '1个（我用的一大个，小的话可以两个或者更多）西红柿', '1个土豆', '1根胡萝卜', '3勺番茄酱', '2勺（约30克）料酒', '500克（也可以用200克红酒加300克水替换，更好吃哦）开水', '适量盐，糖']"
鲍鱼带子粥,"['2只澳洲鲍鱼', '4个带子', '适量大米', '适量香菜', '少量姜', '少量白胡椒', '依个人口味盐']"
焖烧罐(杯)食单,"['一个焖烧罐', '若干各种食材', '开水', '冰']"
麦虾面,"['吃多少放多少面粉', '2个鸡蛋', '五花咸猪肉', '干香菇', '虾', '蒲瓜', '葱', '盐', '料酒.油']"
花生酱香辣蟹,"['6个大闸蟹', '一大勺四季宝®颗粒状花生酱', '5片姜', '1颗大蒜头', '15颗干辣椒', '1粒八角', '2片香叶', '20粒花椒', '半个洋葱', '2个青椒', '1匙冰糖', '1匙生抽', '半匙老抽', '半匙十三香', '1匙豆瓣酱', '1匙辣酱', '2-3瓶盖白酒', '2-3大勺面粉']"
无水焗鸡翅（电压力锅版）,"['2只八角', '5片香叶', '适量生抽', '适量酱油', '适量蚝油', '可以多一点，切碎姜、蒜', '一丢丢白糖', '适量小红辣椒']"
酱香肉炒饭,"['200克酱香肉', '200克米饭', '适量洋葱丁', '适量青红椒', '适量胡萝卜']"
麻薯肉松莜面面包,"['160克水磨糯米粉', '40克玉米淀粉', '50克砂糖', '280克牛奶', '20克黄油', '面包体：', '400克高筋粉', '100克莜面粉', '1个鸡蛋', '230克牛奶', '30克砂糖', '2克盐', '30克黄油', '5克酵母', '适量肉松']"
香蕉草莓巧克力马芬,"['2根香蕉', '3个鸡蛋', '200克巧克力豆', '60克黄油', '半杯酸奶', '3杯自发粉 ']"
ins风草莓重芝士蛋糕（新手一学就会）,"['240克奶油奶酪', '100克消化饼干', '50克黄油', '80克细砂糖', '2个鸡蛋', '15克玉米淀粉', '100克牛奶', '10克柠檬汁', '15毫升朗姆酒', '1.25毫升香草精', '适量草莓🍓', '1个甜筒']"
一人食｜番茄金针菇豆腐汤,"['1把金针菇', '1块豆腐', '1个西红柿                                 ', '少量盐', '2片火腿', '1根香菜']"
核桃酥,"['色拉油\t220g', '细砂糖\t90g', '面粉    420g', '蛋      1个', '泡打粉\t1/2小勺', '苏打粉\t1/4小勺', '核桃仁', '黑芝麻']"
杏鲍菇炒鸡翅,"['3鸡翅', '2杏鲍菇', '老干妈辣酱']"
伪装法式香蒜卷,"['85g高筋麵粉', '25g低筋麵粉', '20g糖', '15g蛋液', '55g牛奶', '一茶匙鹽', '2g酵母', '15g黃油']"
草莓蛋糕卷,"['70克自制草莓酱', '65克低筋面粉', '50克砂糖', '32克玉米油', '4个鸡蛋', '48克清水']"
天然酵母黑糖燕麦馒头,"['120克天然酵母', '200克普通面粉', '30克黑糖', '100克水']"
粢米饭,"['1:1大米：糯米          ', '适量 肉丁', '适量胡萝卜', '适量豆干', '适量香葱', '可用可不用猪油渣', '少许榨菜']"
树莓慕斯,"['60g蛋糕胚用量： 新良低筋丝绒蛋糕粉：', '50g纯牛奶：', '50g色拉油：', '5g法芙娜可可粉：', '4个鸡蛋：', '65g砂糖：', '一小茶勺柠檬汁：', '200G慕斯糊 树莓酱：', '200g牛奶：', '300g淡奶油：', '10g新良吉利丁片：', '百利薄脆片适量表层：']"
牛油果苹果奶昔,"['1只牛油果', '1只苹果', '200ml（可按照自己的口味加减）牛奶']"
酱油鸡,"['虾抽', '干辣椒', '姜', '花椒']"
山药枣泥福糕,"['500克温县铁杆山药', '200克新疆和田大红枣', '20克绵白糖', '10克食用油']"
老婆饼,['用料 \xa0\n奶黄馅\n鸡蛋:2个\n糖:80g\n牛奶:50g\n面粉:30g\n猪油:30g\n\n水油皮\n面粉:130g\n油:28g\n糖:10g\n水:65g\n\n油酥皮\n面粉:150g\n猪油:75g\n\n表面装饰用\n蛋黄\n黑白芝麻\n做法']
香甜玉米汁,"['适量甜玉米粒', '适量清水', '适量炼乳']"
梅菜蒸鲩鱼,"['60克霉干菜', '200克草鱼', '15克姜', '10克大葱', '红辣椒', '15克尖', '3克盐', '豌豆5克淀粉', '10克料酒', '1克胡椒粉', '10克植物油', '5克白砂糖']"
童年盛夏的橘子汽水,"['100ml蜜橘汁（橘子榨汁）', '300ml气泡水', '10克~20克糖/蜂蜜', '酌情蜜橘果肉粒']"
肥牛饭【松下分体式电饭煲】,"['300克肥牛', '300克洋葱', '1个蒜', '适量食用油', '60克味淋', '30克生抽', '10克老抽', '适量西兰花', '适量胡萝卜']"
葱油小黄鱼,"['几条小黄鱼', '几根葱', '几片姜', '几克盐', '一勺料酒', '一大勺蒸鱼豉油']"
椰奶冻糕,"['400ml椰浆', '100ml冷水', '100ml牛奶', '50克细砂糖', '20克吉利丁粉', '随意椰蓉']"
肉炒拉皮,"['150克里脊', '半根胡萝卜', '1根青椒', '5瓣蒜', '15克糖', '适量老抽，生抽，料酒，淀粉，麻辣酱', '3个小米椒', '3张拉皮', '适量食用油']"
快手芋头糕,"['半个（随意）芋头', '适量盐，胡椒粉，小葱', '1勺面粉', '3勺糯米粉']"
毛豆炒仔鸡,"['1只仔鸡', '适量毛豆', '生抽、老抽', '料酒、盐、适量白糖', '个干辣椒（可略）', '适量葱姜蒜']"
奶油🥓🍄意面,"['3瓣蒜', '2片培根', '3个蘑菇', '1块黄油', '1🥄淡奶油', '1份意大利面', '100ml牛奶', '1小撮罗勒', '1小撮黑胡椒', '适量盐']"
咸蛋黄虾仁炒饭，粒粒分明的关键,"['1包咸蛋黄酱', '2碗米饭', '50克虾仁', '30克青豆', '3朵香菇', '3个蘑菇', '1根香肠', '1勺酱油']"
清炒豆芽，简单易做,"['适量盐', '适量油', '适量生抽', '适量葱', '适量姜', '适量蒜', '适量豆芽', '一勺蚝油', '适量胡萝卜']"
芒果拌黄瓜,"['芒果 1个', '黄瓜 1根', '亚麻籽枸杞粉 20克（亚麻籽+枸杞，破壁机打粉备用）']"
橙汁排骨,"['300g排骨', '中等大小2个橙子', '三片姜', '一瓣蒜', '25g生抽', '15g料酒', '5g老抽', '适量糖', '少许盐', '少许黑胡椒粉']"
香蕉豆渣燕麦华夫饼/松饼,"['1根香蕉（熟透的）', '50～70克豆渣', '15克燕麦', '黑麦', '面粉（中筋或低筋）', '1小撮肉桂粉', '5～10克红糖', '牛奶（也可用水代替）', '泡打粉', '小苏打', '胚芽、亚麻籽等其他喜欢的食材']"
姜丝热黄酒-2018年夜饭【曼食慢语】,"['1小块姜', '300ml黄酒', '3-4颗话梅干', '1-2大勺冰糖']"
雪糕-小布丁,"['100g淡奶油', '220g牛奶', '32g糖']"
萝卜丝饼,"['1小段萝卜', '2把虾皮', '1个鸡蛋', '适量葱花', '适量面粉', '适量盐', '适量油']"
自制全素麻辣烫（牛奶）,"['2勺老干妈油辣三丁', '1勺（没有的，可以多来一勺老干妈，丢几个花椒）辣子鸡调料包', '200克牛奶', '2碗开水', '半勺花生酱', '适量鸡精', '适量盐', '适量薄盐生抽', '1勺白醋', '（见图）各种蔬菜和料']"
豆皮虾卷,"['200g虾', '若干玉米粒、豌豆粒等', '一丢丢姜末', '1.5张豆皮', '适量盐', '个人口味各种调味料']"
草莓奶油蛋糕,"['蛋糕胚', '铁塔奶油']"
香酥椒盐炸虾,"['虾', '面包糠', '面粉', '鸡蛋', '料酒', '盐', '胡椒粉', '椒盐粉']"
鸡屎藤也可以做青团,"['克糯米粉', '鸡屎藤叶']"
柠檬黄油酱,"['2个柠檬', '2个柠檬皮', '50克无盐黄油', '50克糖', '1个鸡蛋']"
炸蘑菇/炸平菇～比肉还好吃的小零食,"['200克平菇（去根前）', '60克普通面粉（中筋）', '30克玉米淀粉', '2个鸡蛋', '适量盐', '适量胡椒粉']"
最牛的处理猪肚方法,"['猪肚', '适量面粉', '适量料酒']"
蒜子焗鱼头,"['1个鱼头', '6片姜', '20瓣蒜', '10g芹菜', '1茶匙生抽', '半茶匙老抽', '半茶匙生粉', '1茶匙柱侯酱', '适量食用油', '1茶匙玫瑰露酒', '1茶匙辣椒酱']"
番茄牛尾汤,"['牛尾', '2只番茄', '1只土豆', '半只洋葱', '适量番茄酱', '适量料酒']"
可乐鸡翅,"['6个鸡翅', '1瓶可乐', '1勺老抽', '2勺料酒', '1勺生抽', '3片姜', '1根葱']"
NO.041 耗油豆腐,"['块豆腐', '勺蚝油', '勺生抽', '克盐', '克糖', '肉末']"
港式奶茶,"['适量红茶叶', '1罐黑白淡奶', '适量白砂糖']"
红烧肉卤蛋,"['五花肉', '鸡蛋', '八角', '酱油', '糖', '冰糖', '盐', '生抽', '老抽', '勺料酒', '葱姜蒜', '香叶']"
焗榴莲西米布甸（满记甜品）,"['一瓣去核约95g 放一碗里有点微多榴莲肉', '30g西米', '150g水', '1tsp砂糖', '1个蛋黄', '5g黄油', '1/2tsp吉士粉', '1/4tsp生粉', '2tsp牛奶']"
皮蛋瘦肉粥,"['2个皮蛋', '1小杯大米', '适量水', '适量姜', '1勺生抽', '适量盐', '适量瘦肉', '1根小葱']"
砂锅虾面😋鲜美易做,"['7只虾', '3片姜片', '4段大葱', '1个鸡蛋', '60克（根据锅大小和几个人吃决定）面条', '750毫升水', '3克盐', '3棵或3片菠菜或海带', '3个豆腐泡', '2片圆火腿']"
宝宝零食超香软菠菜蛋糕条,"['5只鸡蛋', '90g面粉', '60g菠菜汁', '35g（只要没有味道就OK，我用的葡萄籽油）橄榄油', '30g白砂糖', '适量柠檬汁']"
黑白木耳小炒肉,"['黑木耳', '白木耳', '牛肉或羊肉', '红椒，青辣椒', '葱姜蒜']"
酸辣猪肚,"['猪肚半个', '泡豆角', '泡椒', '干辣椒', '尖椒', '姜', '蒜', '小葱', '料酒', '酱油', '食用油']"
蛋黄奶豆,"['3个蛋黄', '15克奶粉', '5克可加可不加玉米淀粉', '少量滴柠檬汁']"
焦糖布丁,"['200克牛奶', '6个蛋黄', '400克淡奶油', '35克细砂糖']"
淡菜果皮煲泥艋粥,"['泥艋', '淡菜', '陳皮', '薑絲', '香菜']"
黑椒鸡腿,"['500g鸡腿', '35g黑椒鸡腿腌料', '适量水']"
鲜蔬福袋面包,"['160克高粉', '1/2小勺红曲粉', '2克速溶酵母', '5克细砂糖', '1/2小勺盐', '105克水', '生菜', '黄光', '彩椒', '适量紫甘蓝', '少许千岛酱']"
清水鲍鱼,"['鲍鱼', '味啉', '寿司醋', '冰块']"
紫薯山药藜麦香蕉杂粮饼,"['两个（小）紫薯', '一小节（约10cm长）山药', '半根香蕉', '两勺（蒸好的）三色藜麦', '适量天然麦片', '适量粗黑麦麸', '几粒葡萄干']"
牛奶煮鸡蛋配各种坚果（健康营养版）,"['个1鸡蛋', '克250牛奶', '10粒枸杞', '一小把葡萄干', '2个核桃', '一勺黑芝麻']"
家常酸菜鱼,"['2勺淀粉', '1条生鱼', '250克酸菜', '瓣蒜', '勺料酒', '片姜', '克盐', '1个蛋清', '15个泡椒', '2克胡椒粉']"
菊花豆腐（手切详版附过程图）,"['1盒内脂豆腐', '两根（方头)筷子', '1把菜刀', '1块小木板']"
生酮饮食/葱烧排骨（少量洋葱生酮版红烧排骨）,"['看个人份量小排', '1支青葱', '少量，尽量当调料用吧洋葱', '3-4片，点缀，看个人喜好生菜', '3克适量盐', '1-2滴老抽']"
奶油起士蒸面包,"['1只鸡蛋', '40g砂糖', '10g蜂蜜', '40ml牛奶', '50g奶油奶酪', '100g低筋面粉', '1小勺半发粉', '1大勺色拉油', '1小勺柠檬汁']"
绝味豆干,"['豆腐干', '适量大葱 姜 蒜', '香料', '酌情增减八角5瓣 桂皮1块 香叶2片 花椒15粒 麻椒 15粒 干辣椒一小把', '各2勺 舀盐的小勺孜然粉 辣椒粉 熟芝麻', '适量老抽 酱油 白糖 蚝油']"
懒人南瓜咸饭           (Pumpkin rice),"['适量南瓜', '1两五花肉', '半杯(两人)大米', '3朵(水泡发)干香菇', '半个洋葱', '适量虾米', '2根小葱', '适量水   (如果冰箱有剩的排骨汤就更好了)', '3克盐(根据个人口味加)', '适量油']"
豆瓣鲜鱼,"['750克左右鲤鱼一尾约', '40克郫县豆瓣酱', '25克白糖', '25克醋', '酱油', '绍酒', '精盐', '味精', '水淀粉各适量', '葱', '姜', '50克蒜共']"
冰糖银耳莲子羹,"['朵银耳', '克莲子', '颗红枣', '粒枸杞', '克冰糖']"
腻在这片奶油天空里 |「复古温柔蓝奥利奥咸奶油蛋糕」,"['#5+4寸红丝绒戚风', '2个鸡蛋', '20g植物油', '25g牛奶', '34g低筋面粉', '6g红曲粉', '35g细砂糖', '#奥利奥咸奶油', '250g淡奶油', '15g细砂糖', '1.5g盐', '30g奥利奥碎', '#原味奶油', '250g淡奶油', '20g细砂糖', '适量蓝色/绿色/黑色色素']"
姜拌藕,"['500克嫩藕', '2汤匙嫩姜末', '2汤匙白醋', '1茶匙香油', '盐', '适量味精']"
彩虹豆曲奇饼干,"['100克黄油', '1克盐', '150克低筋面粉', '50克玉米淀粉', '80克淡奶油', '50克糖粉']"
香味浓郁简单营养的黑米发糕,"['50克牛奶', '50克普通面粉', '100克黑米粉', '2克酵母', '10克糖', '适量，葡萄干', '60克左右温水', '20克糯米粉', '1克泡打粉']"
上海大排面,"['4块600g左右猪排', '300g手擀面', '#腌肉料', '10ml老抽', '15ml蚝油', '适量白胡椒粉', '15ml黄酒', '2g盐', '1勺蒜蓉', '#调料', '1个鸡蛋液', '40g干淀粉', '100ml植物油', '1个大料', '各5g葱姜末', '15g冰糖', '5ml老抽', '5ml黄酒', '3g盐', '少许香葱末', '#配菜', '100g小油菜', '50g胡萝卜片', '1个煮鸡蛋']"
刀拍黄瓜（辣味版）凉拌黄瓜,"['2根黄瓜', '7-8瓣蒜', '半勺香油', '2勺醋', '10克盐', '2勺生抽', '1勺鸡精', '20克白糖', '若干小米椒']"
